game,second,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
4,2,1,0,1,,1,0,0,0,0,1
4,3,1,0,1,,1,0,0,0,0,1
4,4,1,0,1,,1,0,0,0,0,1
4,5,1,0,1,,1,0,0,0,0,1
4,6,1,0,1,,1,0,0,0,0,1
4,7,1,0,1,,1,0,0,0,0,1
4,8,1,0,1,,1,0,0,0,0,1
4,9,1,0,1,,1,0,0,0,0,1
4,10,1,0,1,,1,0,0,0,0,1
4,11,1,0,1,,1,0,0,0,0,1
4,12,1,0,1,,1,0,0,0,0,1
4,13,1,0,1,,1,0,0,0,0,1
4,14,1,0,1,,1,0,0,0,0,1
4,15,1,0,1,,1,0,0,0,0,1
4,16,1,0,1,,1,0,0,0,0,1
4,17,1,0,1,,1,0,0,0,0,1
4,18,1,0,1,,1,0,0,0,0,1
4,19,1,0,1,,1,0,0,0,0,1
4,20,1,0,1,,1,0,0,0,0,1
4,21,1,0,1,,1,0,0,0,0,1
4,22,1,0,1,,1,0,0,0,0,1
4,23,1,0,1,,1,0,0,0,0,1
4,24,1,0,1,,1,0,0,0,0,1
4,25,1,0,1,,1,0,0,0,0,1
4,26,1,0,1,,1,0,0,0,0,1
4,27,1,0,1,,1,0,0,0,0,1
4,28,1,0,1,,1,0,0,0,0,1
4,29,1,0,1,,1,0,0,0,0,1
4,30,1,0,1,,1,0,0,0,0,1
4,31,1,0,1,,1,0,0,0,0,1
4,32,1,0,1,,1,0,0,0,0,1
4,33,1,0,1,,1,0,0,0,0,1
4,34,1,0,1,,1,0,0,0,0,1
4,35,1,0,1,,1,0,0,0,0,1
4,36,1,0,1,,1,0,0,0,0,1
4,37,1,0,1,,1,0,0,0,0,1
4,38,1,0,1,,1,0,0,0,0,1
4,39,1,0,1,,1,0,0,0,0,1
4,40,1,0,1,,1,0,0,0,0,1
4,41,1,0,1,,1,0,0,0,0,1
4,42,1,0,1,,1,0,0,0,0,1
4,43,1,0,1,,1,0,0,0,0,1
4,44,1,0,1,,1,0,0,0,0,1
4,45,1,0,1,,1,0,0,0,0,1
4,46,1,0,1,,1,0,0,0,0,1
4,47,1,0,1,,1,0,0,0,0,1
4,48,1,0,1,,1,0,0,0,0,1
4,49,1,0,1,,1,0,0,0,0,1
4,50,1,0,1,,1,0,0,0,0,1
4,51,1,0,1,,1,0,0,0,0,1
4,52,1,0,1,,1,0,0,0,0,1
4,53,1,0,1,,1,0,0,0,0,1
4,54,1,0,1,,1,0,0,0,0,1
4,55,1,0,1,,1,0,0,0,0,1
4,56,1,0,1,,1,0,0,0,0,1
4,57,1,0,1,,1,0,0,0,0,1
4,58,1,0,1,,1,0,0,0,0,1
4,59,1,0,1,,1,0,0,0,0,1
4,60,1,0,1,,1,0,0,0,0,1
4,61,1,0,1,,1,0,0,0,0,1
4,62,1,0,1,,1,0,0,0,0,1
4,63,1,0,1,,1,0,0,0,0,1
4,64,1,0,1,,1,0,0,0,0,1
4,65,1,0,1,,1,0,0,0,0,1
4,66,1,0,1,,1,0,0,0,0,1
4,67,1,0,1,,1,0,0,0,0,1
4,68,1,0,1,,1,0,0,0,0,1
4,69,1,0,1,,1,0,0,0,0,1
4,70,1,0,1,,1,0,0,0,0,1
4,71,1,0,1,,1,0,0,0,0,1
4,72,1,0,1,,1,0,0,0,0,1
4,73,1,0,1,,1,0,0,0,0,1
4,74,1,0,1,,1,0,0,0,0,1
4,75,1,0,1,,1,0,0,0,0,1
4,76,1,0,1,,1,0,0,0,0,1
4,77,1,0,1,,1,0,0,0,0,1
4,78,1,0,1,,1,0,0,0,0,1
4,79,1,0,1,,1,0,0,0,0,1
4,80,1,0,1,,1,0,0,0,0,1
4,81,1,0,1,,1,0,0,0,0,1
4,82,1,0,1,,1,0,0,0,0,1
4,83,1,0,1,,1,0,0,0,0,1
4,84,1,0,1,,1,0,0,0,0,1
4,85,1,0,1,,1,0,0,0,0,1
4,86,1,0,1,,1,0,0,0,0,1
4,87,1,0,1,,1,0,0,0,0,1
4,88,1,0,1,,1,0,0,0,0,1
4,89,1,0,1,,1,0,0,0,0,1
4,90,1,0,1,,1,0,0,0,0,1
4,91,1,0,1,,1,0,0,0,0,1
4,92,1,0,1,,1,0,0,0,0,1
4,93,1,0,1,,1,0,0,0,0,1
4,94,1,0,1,,1,0,0,0,0,1
4,95,1,0,1,,1,0,0,0,0,1
4,96,1,0,1,,1,0,0,0,0,1
4,97,1,0,1,,1,0,0,0,0,1
4,98,1,0,1,,1,0,0,0,0,1
4,99,1,0,1,,1,0,0,0,0,1
4,100,1,0,1,,1,0,0,0,0,1
4,101,1,0,1,,1,0,0,0,0,1
4,102,1,0,1,,1,0,0,0,0,1
4,103,1,0,1,,1,0,0,0,0,1
4,104,1,0,1,,1,0,0,0,0,1
4,105,1,0,1,,1,0,0,0,0,1
4,106,1,0,1,,1,0,0,0,0,1
4,107,1,0,1,,1,0,0,0,0,1
4,108,1,0,1,,1,0,0,0,0,1
4,109,1,0,1,,1,0,0,0,0,1
4,110,1,0,1,,1,0,0,0,0,1
4,111,1,0,1,,1,0,0,0,0,1
